domain,epochs,iter,样本数,F1,EM
bridgeall_random,10,2,2844,0.9188,0.8505
bridgeall_random,10,2,2048,0.8861,0.7874
bridgeall_random,10,2,512,0.8274,0.6869
bridgeall_random,10,2,1024,0.8446,0.7103
bridgeall_random,10,2,16,0.1162,0.0093
bridgeall_random,10,2,128,0.6749,0.5467
bridgeall_random,10,2,256,0.7783,0.6495
bridgeall_random,10,2,64,0.5243,0.3832
bridgeall_random,10,2,32,0.1827,0.0678
bridgeall_random,10,2,2048,0.8853,0.7921
bridgeall_random,10,2,2844,0.9199,0.8528
bridgeall_random,10,2,512,0.7985,0.6659
bridgeall_random,10,2,1024,0.8360,0.7079
bridgeall_random,10,2,16,0.1059,0.0093
bridgeall_random,10,2,128,0.4638,0.3271
bridgeall_random,10,2,256,0.7389,0.6285
bridgeall_random,10,2,64,0.1519,0.0514
bridgeall_random,10,2,32,0.1325,0.0257
bridgeall_random,10,2,2048,0.8771,0.7710
bridgeall_random,10,2,512,0.7973,0.6776
bridgeall_random,10,2,1024,0.8582,0.7383
bridgeall_random,10,2,16,0.1193,0.0140
bridgeall_random,10,2,128,0.6412,0.5140
bridgeall_random,10,2,256,0.7697,0.6355
bridgeall_random,10,2,64,0.3572,0.2196
bridgeall_random,10,2,2844,0.9150,0.8505
bridgeall_random,10,2,32,0.1893,0.0794
bridgeall_random,10,2,2048,0.8678,0.7570
bridgeall_random,10,2,512,0.7948,0.6612
bridgeall_random,10,2,1024,0.8411,0.7360
bridgeall_random,10,2,16,0.1295,0.0280
bridgeall_random,10,2,128,0.6747,0.5397
bridgeall_random,10,2,256,0.7381,0.5888
bridgeall_random,10,2,64,0.4513,0.3061
bridgeall_random,10,2,2844,0.9094,0.8411
bridgeall_random,10,2,32,0.1860,0.0794
bridgeall_random,10,2,2048,0.8680,0.7640
bridgeall_random,10,2,512,0.8028,0.6682
bridgeall_random,10,2,1024,0.8486,0.7336
bridgeall_random,10,2,16,0.1262,0.0280
bridgeall_random,10,2,128,0.6865,0.5374
bridgeall_random,10,2,256,0.7700,0.6449
bridgeall_random,10,2,2844,0.9097,0.8341
bridgeall_random,10,2,64,0.3321,0.2266
bridgeall_random,10,2,32,0.1649,0.0537
bridgeno_postfix,10,2,2048,0.8771,0.7780
bridgeno_postfix,10,2,512,0.8343,0.6986
bridgeno_postfix,10,2,1024,0.8616,0.7313
bridgeno_postfix,10,2,16,0.6538,0.5210
bridgeno_postfix,10,2,128,0.7854,0.6449
bridgeno_postfix,10,2,2844,0.9156,0.8458
bridgeno_postfix,10,2,256,0.7918,0.6752
bridgeno_postfix,10,2,64,0.7243,0.5981
bridgeno_postfix,10,2,32,0.6341,0.4977
bridgeno_postfix,10,2,2048,0.9025,0.8037
bridgeno_postfix,10,2,512,0.8525,0.7243
bridgeno_postfix,10,2,1024,0.8774,0.7664
bridgeno_postfix,10,2,16,0.6138,0.4790
bridgeno_postfix,10,2,128,0.7968,0.6519
bridgeno_postfix,10,2,256,0.8303,0.7009
bridgeno_postfix,10,2,64,0.7375,0.5888
bridgeno_postfix,10,2,2844,0.9238,0.8551
bridgeno_postfix,10,2,32,0.6742,0.5257
bridgeno_postfix,10,2,2048,0.8939,0.8061
bridgeno_postfix,10,2,512,0.8509,0.7173
bridgeno_postfix,10,2,1024,0.8500,0.7196
bridgeno_postfix,10,2,2844,0.9261,0.8621
bridgeno_postfix,10,2,16,0.5988,0.4650
bridgeno_postfix,10,2,128,0.7715,0.6145
bridgeno_postfix,10,2,256,0.8362,0.7173
bridgeno_postfix,10,2,64,0.7365,0.5794
bridgeno_postfix,10,2,32,0.6669,0.5210
bridgeno_postfix,10,2,2048,0.8932,0.7827
bridgeno_postfix,10,2,2844,0.9236,0.8458
bridgeno_postfix,10,2,512,0.8375,0.7056
bridgeno_postfix,10,2,1024,0.8679,0.7617
bridgeno_postfix,10,2,16,0.5851,0.4416
bridgeno_postfix,10,2,128,0.7732,0.6425
bridgeno_postfix,10,2,256,0.8165,0.6682
bridgeno_postfix,10,2,64,0.7053,0.5841
bridgeno_postfix,10,2,32,0.6625,0.5280
bridgeno_postfix,10,2,2048,0.8826,0.7710
bridgeno_postfix,10,2,2844,0.9253,0.8575
bridgeno_postfix,10,2,512,0.8521,0.7453
bridgeno_postfix,10,2,1024,0.8815,0.7617
bridgeno_postfix,10,2,16,0.5485,0.4182
bridgeno_postfix,10,2,128,0.7824,0.6332
bridgeno_postfix,10,2,256,0.8023,0.6589
bridgeno_postfix,10,2,64,0.6888,0.5374
bridgeno_postfix,10,2,32,0.6589,0.5257
bridgeno_postfix,10,2,2844,0.9324,0.8598
bridgeno_postfix,10,2,2048,0.8957,0.7991
bridgeno_postfix,10,2,512,0.8440,0.7033
bridgeno_postfix,10,2,1024,0.8647,0.7383
bridgeno_postfix,10,2,16,0.5463,0.4089
bridgeno_postfix,10,2,128,0.7746,0.6495
bridgeno_postfix,10,2,256,0.8501,0.7336
bridgeno_postfix,10,2,64,0.7284,0.5981
bridgeno_postfix,10,2,32,0.7067,0.5724
bridgeno_postfix,10,2,2048,0.8950,0.7991
bridgeno_postfix,10,2,2844,0.9244,0.8575
bridgeno_postfix,10,2,512,0.8244,0.6799
bridgeno_postfix,10,2,1024,0.8368,0.7103
bridgeno_postfix,10,2,16,0.5782,0.4393
bridgeno_postfix,10,2,128,0.8076,0.6542
bridgeno_postfix,10,2,256,0.8045,0.6846
bridgeno_postfix,10,2,64,0.7178,0.5701
bridgeno_postfix,10,2,32,0.6933,0.5350
bridgeno_postfix,10,2,2048,0.8953,0.7967
bridgeno_postfix,10,2,512,0.8511,0.7266
bridgeno_postfix,10,2,1024,0.8797,0.7780
bridgeno_postfix,10,2,16,0.6280,0.4883
bridgeno_postfix,10,2,128,0.7788,0.6379
bridgeno_postfix,10,2,256,0.8110,0.6682
bridgeno_postfix,10,2,64,0.7262,0.6075
bridgeno_postfix,10,2,2844,0.9203,0.8551
bridgeno_postfix,10,2,32,0.6594,0.5093
bridgeno_postfix,10,2,2048,0.8960,0.8037
bridgeno_postfix,10,2,512,0.8237,0.7009
bridgeno_postfix,10,2,1024,0.8582,0.7407
bridgeno_postfix,10,2,16,0.6319,0.4977
bridgeno_postfix,10,2,128,0.7776,0.6495
bridgeno_postfix,10,2,256,0.8113,0.6682
bridgeno_postfix,10,2,64,0.7089,0.5537
bridgeno_postfix,10,2,2844,0.9129,0.8341
bridgeno_postfix,10,2,32,0.6665,0.5164
bridgeno_postfix,10,2,2048,0.8755,0.7710
bridgeno_postfix,10,2,512,0.8280,0.6986
bridgeno_postfix,10,2,1024,0.8616,0.7500
bridgeno_postfix,10,2,16,0.6066,0.4813
bridgeno_postfix,10,2,128,0.7848,0.6495
bridgeno_postfix,10,2,256,0.8177,0.6869
bridgeno_postfix,10,2,2844,0.9312,0.8621
bridgeno_postfix,10,2,64,0.7147,0.5561
bridgeno_postfix,10,2,32,0.6808,0.5117
bridgeours_3,10,1,2048,0.8843,0.7897
bridgeours_3,10,1,512,0.8302,0.7009
bridgeours_3,10,1,1024,0.8472,0.7173
bridgeours_3,10,1,16,0.5887,0.4369
bridgeours_3,10,1,128,0.7509,0.6121
bridgeours_3,10,1,2844,0.9065,0.8411
bridgeours_3,10,1,256,0.7880,0.6706
bridgeours_3,10,1,64,0.6844,0.5561
bridgeours_3,10,1,32,0.5915,0.4696
bridgeours_3,10,1,2048,0.8799,0.7804
bridgeours_3,10,1,512,0.8245,0.6916
bridgeours_3,10,1,1024,0.8638,0.7547
bridgeours_3,10,1,16,0.5586,0.4252
bridgeours_3,10,1,128,0.7186,0.5537
bridgeours_3,10,1,256,0.7737,0.6355
bridgeours_3,10,1,64,0.6955,0.5350
bridgeours_3,10,1,2844,0.9138,0.8458
bridgeours_3,10,1,32,0.6810,0.5374
bridgeours_3,10,1,2048,0.8794,0.7921
bridgeours_3,10,1,512,0.8111,0.6822
bridgeours_3,10,1,1024,0.8482,0.7313
bridgeours_3,10,1,2844,0.9165,0.8481
bridgeours_3,10,1,16,0.5758,0.4182
bridgeours_3,10,1,128,0.7482,0.6051
bridgeours_3,10,1,256,0.7867,0.6589
bridgeours_3,10,1,64,0.6589,0.5210
bridgeours_3,10,1,32,0.6225,0.4836
bridgeours_3,10,1,2048,0.8740,0.7780
bridgeours_3,10,1,2844,0.9218,0.8575
bridgeours_3,10,1,512,0.8036,0.6706
bridgeours_3,10,1,1024,0.8452,0.7336
bridgeours_3,10,1,16,0.6005,0.4720
bridgeours_3,10,1,128,0.7259,0.5935
bridgeours_3,10,1,256,0.7733,0.6449
bridgeours_3,10,1,64,0.6335,0.4930
bridgeours_3,10,1,32,0.6066,0.4673
bridgeours_3,10,1,2048,0.8700,0.7570
bridgeours_3,10,1,2844,0.9212,0.8551
bridgeours_3,10,1,512,0.8211,0.6939
bridgeours_3,10,1,1024,0.8560,0.7593
bridgeours_3,10,1,16,0.6005,0.4603
bridgeours_3,10,1,128,0.7470,0.6168
bridgeours_3,10,1,256,0.7666,0.6168
bridgeours_3,10,1,64,0.6817,0.5397
bridgeours_3,10,1,32,0.6334,0.4603
bridgeours_3,10,1,2844,0.9282,0.8575
bridgeours_3,10,1,2048,0.8836,0.7850
bridgeours_3,10,1,512,0.8050,0.6636
bridgeours_3,10,1,1024,0.8566,0.7336
bridgeours_3,10,1,16,0.5274,0.3902
bridgeours_3,10,1,128,0.7501,0.6051
bridgeours_3,10,1,256,0.7941,0.6636
bridgeours_3,10,1,64,0.6633,0.5304
bridgeours_3,10,1,32,0.6147,0.4836
bridgeours_3,10,1,2048,0.8862,0.8014
bridgeours_3,10,1,2844,0.9168,0.8505
bridgeours_3,10,1,512,0.7952,0.6612
bridgeours_3,10,1,1024,0.8189,0.6916
bridgeours_3,10,1,16,0.5451,0.4042
bridgeours_3,10,1,128,0.7416,0.6075
bridgeours_3,10,1,256,0.7906,0.6565
bridgeours_3,10,1,64,0.6869,0.5631
bridgeours_3,10,1,32,0.5869,0.4346
bridgeours_3,10,1,2048,0.8920,0.7874
bridgeours_3,10,1,512,0.8178,0.6939
bridgeours_3,10,1,1024,0.8516,0.7336
bridgeours_3,10,1,16,0.5464,0.4136
bridgeours_3,10,1,128,0.7293,0.5818
bridgeours_3,10,1,256,0.7891,0.6542
bridgeours_3,10,1,64,0.6675,0.5280
bridgeours_3,10,1,2844,0.9153,0.8505
bridgeours_3,10,1,32,0.6453,0.5210
bridgeours_3,10,1,2048,0.8683,0.7617
bridgeours_3,10,1,512,0.8004,0.6589
bridgeours_3,10,1,1024,0.8388,0.7150
bridgeours_3,10,1,16,0.5797,0.4533
bridgeours_3,10,1,128,0.7305,0.6028
bridgeours_3,10,1,256,0.7809,0.6402
bridgeours_3,10,1,64,0.6928,0.5327
bridgeours_3,10,1,2844,0.9109,0.8435
bridgeours_3,10,1,32,0.5759,0.4416
bridgeours_3,10,1,2048,0.8605,0.7500
bridgeours_3,10,1,512,0.8262,0.7009
bridgeours_3,10,1,1024,0.8467,0.7430
bridgeours_3,10,1,16,0.5621,0.4182
bridgeours_3,10,1,128,0.7489,0.6098
bridgeours_3,10,1,256,0.7940,0.6659
bridgeours_3,10,1,2844,0.9219,0.8528
bridgeours_3,10,1,64,0.6713,0.5234
bridgeours_3,10,1,32,0.6550,0.4813
bridgeours_3,10,2,2048,0.8805,0.7827
bridgeours_3,10,2,512,0.8232,0.7009
bridgeours_3,10,2,1024,0.8407,0.7150
bridgeours_3,10,2,16,0.6075,0.4509
bridgeours_3,10,2,128,0.7399,0.6051
bridgeours_3,10,2,2844,0.9078,0.8411
bridgeours_3,10,2,256,0.7784,0.6495
bridgeours_3,10,2,64,0.6953,0.5584
bridgeours_3,10,2,32,0.5827,0.4416
bridgeours_3,10,2,2048,0.8948,0.7944
bridgeours_3,10,2,512,0.8271,0.6986
bridgeours_3,10,2,1024,0.8713,0.7570
bridgeours_3,10,2,16,0.5495,0.4159
bridgeours_3,10,2,128,0.7226,0.5444
bridgeours_3,10,2,256,0.7784,0.6425
bridgeours_3,10,2,64,0.7104,0.5491
bridgeours_3,10,2,2844,0.9136,0.8411
bridgeours_3,10,2,32,0.6830,0.5327
bridgeours_3,10,2,2048,0.8816,0.7991
bridgeours_3,10,2,512,0.8163,0.6846
bridgeours_3,10,2,1024,0.8489,0.7266
bridgeours_3,10,2,2844,0.9188,0.8505
bridgeours_3,10,2,16,0.5850,0.4439
bridgeours_3,10,2,128,0.7485,0.6005
bridgeours_3,10,2,256,0.7905,0.6542
bridgeours_3,10,2,64,0.6409,0.5023
bridgeours_3,10,2,32,0.6224,0.4907
bridgeours_3,10,2,2048,0.8780,0.7734
bridgeours_3,10,2,2844,0.9227,0.8551
bridgeours_3,10,2,512,0.7964,0.6659
bridgeours_3,10,2,1024,0.8495,0.7407
bridgeours_3,10,2,16,0.6114,0.4673
bridgeours_3,10,2,128,0.7288,0.5958
bridgeours_3,10,2,256,0.7696,0.6332
bridgeours_3,10,2,64,0.6362,0.5000
bridgeours_3,10,2,32,0.5773,0.4393
bridgeours_3,10,2,2048,0.8647,0.7570
bridgeours_3,10,2,2844,0.9160,0.8481
bridgeours_3,10,2,512,0.8247,0.6893
bridgeours_3,10,2,1024,0.8580,0.7477
bridgeours_3,10,2,16,0.5815,0.4369
bridgeours_3,10,2,128,0.7315,0.5981
bridgeours_3,10,2,256,0.7607,0.6098
bridgeours_3,10,2,64,0.6812,0.5421
bridgeours_3,10,2,32,0.6193,0.4439
bridgeours_3,10,2,2844,0.9245,0.8458
bridgeours_3,10,2,2048,0.8882,0.7874
bridgeours_3,10,2,512,0.8126,0.6659
bridgeours_3,10,2,1024,0.8536,0.7313
bridgeours_3,10,2,16,0.5290,0.3832
bridgeours_3,10,2,128,0.7532,0.5958
bridgeours_3,10,2,256,0.8022,0.6659
bridgeours_3,10,2,64,0.6814,0.5491
bridgeours_3,10,2,32,0.5721,0.4393
bridgeours_3,10,2,2048,0.8880,0.7991
bridgeours_3,10,2,2844,0.9136,0.8458
bridgeours_3,10,2,512,0.7959,0.6659
bridgeours_3,10,2,1024,0.8225,0.6939
bridgeours_3,10,2,16,0.5331,0.3949
bridgeours_3,10,2,128,0.7393,0.6005
bridgeours_3,10,2,256,0.7692,0.6332
bridgeours_3,10,2,64,0.7030,0.5724
bridgeours_3,10,2,32,0.5681,0.4159
bridgeours_3,10,2,2048,0.8923,0.7874
bridgeours_3,10,2,512,0.8068,0.6822
bridgeours_3,10,2,1024,0.8466,0.7313
bridgeours_3,10,2,16,0.5606,0.4252
bridgeours_3,10,2,128,0.7345,0.5888
bridgeours_3,10,2,256,0.7848,0.6472
bridgeours_3,10,2,64,0.6629,0.5350
bridgeours_3,10,2,2844,0.9176,0.8505
bridgeours_3,10,2,32,0.5916,0.4766
bridgeours_3,10,2,2048,0.8659,0.7593
bridgeours_3,10,2,512,0.8043,0.6565
bridgeours_3,10,2,1024,0.8374,0.7220
bridgeours_3,10,2,16,0.5806,0.4393
bridgeours_3,10,2,128,0.7277,0.5864
bridgeours_3,10,2,256,0.7713,0.6192
bridgeours_3,10,2,64,0.6936,0.5257
bridgeours_3,10,2,2844,0.9125,0.8435
bridgeours_3,10,2,32,0.5663,0.4299
bridgeours_3,10,2,2048,0.8711,0.7687
bridgeours_3,10,2,512,0.8088,0.6822
bridgeours_3,10,2,1024,0.8382,0.7220
bridgeours_3,10,2,16,0.5479,0.3972
bridgeours_3,10,2,128,0.7288,0.5771
bridgeours_3,10,2,256,0.7818,0.6449
bridgeours_3,10,2,2844,0.9266,0.8621
bridgeours_3,10,2,64,0.6881,0.5421
bridgeours_3,10,2,32,0.6420,0.4533
bridgeours_4,10,1,2048,0.8787,0.7827
bridgeours_4,10,1,512,0.8342,0.6986
bridgeours_4,10,1,1024,0.8452,0.7220
bridgeours_4,10,1,16,0.6139,0.4720
bridgeours_4,10,1,128,0.7469,0.6051
bridgeours_4,10,1,2844,0.9062,0.8388
bridgeours_4,10,1,256,0.7953,0.6729
bridgeours_4,10,1,64,0.6861,0.5561
bridgeours_4,10,1,32,0.5905,0.4393
bridgeours_4,10,1,2048,0.8788,0.7710
bridgeours_4,10,1,512,0.8225,0.6846
bridgeours_4,10,1,1024,0.8865,0.7850
bridgeours_4,10,1,16,0.5340,0.3855
bridgeours_4,10,1,128,0.7163,0.5818
bridgeours_4,10,1,256,0.8000,0.6799
bridgeours_4,10,1,64,0.7256,0.5724
bridgeours_4,10,1,2844,0.9123,0.8481
bridgeours_4,10,1,32,0.6163,0.4696
bridgeours_4,10,1,2048,0.8879,0.7967
bridgeours_4,10,1,512,0.8210,0.6846
bridgeours_4,10,1,1024,0.8415,0.7150
bridgeours_4,10,1,2844,0.9102,0.8411
bridgeours_4,10,1,16,0.5526,0.3902
bridgeours_4,10,1,128,0.7285,0.5748
bridgeours_4,10,1,256,0.7939,0.6682
bridgeours_4,10,1,64,0.6737,0.5257
bridgeours_4,10,1,32,0.6293,0.4813
bridgeours_4,10,1,2048,0.8757,0.7804
bridgeours_4,10,1,2844,0.9178,0.8481
bridgeours_4,10,1,512,0.8162,0.6776
bridgeours_4,10,1,1024,0.8413,0.7360
bridgeours_4,10,1,16,0.5948,0.4556
bridgeours_4,10,1,128,0.7323,0.5911
bridgeours_4,10,1,256,0.7477,0.6028
bridgeours_4,10,1,64,0.6406,0.4907
bridgeours_4,10,1,32,0.6034,0.4650
bridgeours_4,10,1,2048,0.8696,0.7640
bridgeours_4,10,1,2844,0.9161,0.8528
bridgeours_4,10,1,512,0.8173,0.6986
bridgeours_4,10,1,1024,0.8545,0.7547
bridgeours_4,10,1,16,0.5435,0.4159
bridgeours_4,10,1,128,0.7553,0.6121
bridgeours_4,10,1,256,0.7449,0.6005
bridgeours_4,10,1,64,0.6667,0.5234
bridgeours_4,10,1,32,0.6400,0.5117
bridgeours_4,10,1,2844,0.9250,0.8621
bridgeours_4,10,1,2048,0.8749,0.7804
bridgeours_4,10,1,512,0.8170,0.6799
bridgeours_4,10,1,1024,0.8359,0.7266
bridgeours_4,10,1,16,0.5403,0.3949
bridgeours_4,10,1,128,0.7410,0.6028
bridgeours_4,10,1,256,0.7988,0.6682
bridgeours_4,10,1,64,0.6574,0.5234
bridgeours_4,10,1,32,0.6121,0.4439
bridgeours_4,10,1,2048,0.8895,0.8107
bridgeours_4,10,1,2844,0.9160,0.8481
bridgeours_4,10,1,512,0.7964,0.6542
bridgeours_4,10,1,1024,0.8115,0.6846
bridgeours_4,10,1,16,0.5018,0.3621
bridgeours_4,10,1,128,0.7398,0.5935
bridgeours_4,10,1,256,0.7636,0.6308
bridgeours_4,10,1,64,0.6543,0.5304
bridgeours_4,10,1,32,0.6183,0.4579
bridgeours_4,10,1,2048,0.8903,0.7827
bridgeours_4,10,1,512,0.8108,0.6776
bridgeours_4,10,1,1024,0.8457,0.7360
bridgeours_4,10,1,16,0.6313,0.4907
bridgeours_4,10,1,128,0.7703,0.6168
bridgeours_4,10,1,256,0.7751,0.6308
bridgeours_4,10,1,64,0.6909,0.5467
bridgeours_4,10,1,2844,0.9187,0.8598
bridgeours_4,10,1,32,0.6604,0.5140
bridgeours_4,10,1,2048,0.8618,0.7617
bridgeours_4,10,1,512,0.8202,0.6729
bridgeours_4,10,1,1024,0.8479,0.7336
bridgeours_4,10,1,16,0.5776,0.4416
bridgeours_4,10,1,128,0.7370,0.6121
bridgeours_4,10,1,256,0.7643,0.6121
bridgeours_4,10,1,64,0.6732,0.5140
bridgeours_4,10,1,2844,0.9094,0.8458
bridgeours_4,10,1,32,0.6089,0.4696
bridgeours_4,10,1,2048,0.8735,0.7640
bridgeours_4,10,1,512,0.8031,0.6729
bridgeours_4,10,1,1024,0.8392,0.7266
bridgeours_4,10,1,16,0.5912,0.4696
bridgeours_4,10,1,128,0.7514,0.6075
bridgeours_4,10,1,256,0.7722,0.6472
bridgeours_4,10,1,2844,0.9263,0.8598
bridgeours_4,10,1,64,0.6442,0.4860
bridgeours_4,10,1,32,0.6450,0.4743
bridgeours_4,10,2,2048,0.8774,0.7874
bridgeours_4,10,2,512,0.8195,0.6822
bridgeours_4,10,2,1024,0.8377,0.7173
bridgeours_4,10,2,16,0.6470,0.4930
bridgeours_4,10,2,128,0.7481,0.6075
bridgeours_4,10,2,2844,0.9141,0.8458
bridgeours_4,10,2,256,0.7844,0.6565
bridgeours_4,10,2,64,0.6829,0.5374
bridgeours_4,10,2,32,0.5539,0.4042
bridgeours_4,10,2,2048,0.8871,0.7897
bridgeours_4,10,2,512,0.8257,0.6869
bridgeours_4,10,2,1024,0.8766,0.7687
bridgeours_4,10,2,16,0.5795,0.4393
bridgeours_4,10,2,128,0.7344,0.5958
bridgeours_4,10,2,256,0.7728,0.6425
bridgeours_4,10,2,64,0.6933,0.5234
bridgeours_4,10,2,2844,0.9189,0.8528
bridgeours_4,10,2,32,0.6392,0.4883
bridgeours_4,10,2,2048,0.8868,0.7944
bridgeours_4,10,2,512,0.8154,0.6799
bridgeours_4,10,2,1024,0.8398,0.7173
bridgeours_4,10,2,2844,0.9154,0.8435
bridgeours_4,10,2,16,0.5567,0.4182
bridgeours_4,10,2,128,0.7314,0.5771
bridgeours_4,10,2,256,0.7946,0.6706
bridgeours_4,10,2,64,0.6939,0.5421
bridgeours_4,10,2,32,0.6358,0.4766
bridgeours_4,10,2,2048,0.8738,0.7757
bridgeours_4,10,2,2844,0.9152,0.8458
bridgeours_4,10,2,512,0.8243,0.6939
bridgeours_4,10,2,1024,0.8422,0.7313
bridgeours_4,10,2,16,0.5895,0.4463
bridgeours_4,10,2,128,0.7440,0.6098
bridgeours_4,10,2,256,0.7532,0.6028
bridgeours_4,10,2,64,0.6526,0.5047
bridgeours_4,10,2,32,0.6145,0.4626
bridgeours_4,10,2,2048,0.8704,0.7547
bridgeours_4,10,2,2844,0.9148,0.8505
bridgeours_4,10,2,512,0.8188,0.6939
bridgeours_4,10,2,1024,0.8714,0.7687
bridgeours_4,10,2,16,0.5434,0.3972
bridgeours_4,10,2,128,0.7231,0.5841
bridgeours_4,10,2,256,0.7503,0.6098
bridgeours_4,10,2,64,0.6643,0.5117
bridgeours_4,10,2,32,0.6317,0.4977
bridgeours_4,10,2,2844,0.9252,0.8621
bridgeours_4,10,2,2048,0.8784,0.7874
bridgeours_4,10,2,512,0.8056,0.6752
bridgeours_4,10,2,1024,0.8431,0.7220
bridgeours_4,10,2,16,0.5415,0.3995
bridgeours_4,10,2,128,0.7474,0.5818
bridgeours_4,10,2,256,0.8008,0.6682
bridgeours_4,10,2,64,0.6763,0.5304
bridgeours_4,10,2,32,0.6116,0.4579
bridgeours_4,10,2,2048,0.8844,0.8014
bridgeours_4,10,2,2844,0.9185,0.8505
bridgeours_4,10,2,512,0.8003,0.6636
bridgeours_4,10,2,1024,0.8164,0.6869
bridgeours_4,10,2,16,0.5083,0.3715
bridgeours_4,10,2,128,0.7399,0.5981
bridgeours_4,10,2,256,0.7720,0.6472
bridgeours_4,10,2,64,0.6696,0.5280
bridgeours_4,10,2,32,0.5938,0.4276
bridgeours_4,10,2,2048,0.8828,0.7780
bridgeours_4,10,2,512,0.8184,0.6846
bridgeours_4,10,2,1024,0.8395,0.7313
bridgeours_4,10,2,16,0.6329,0.4790
bridgeours_4,10,2,128,0.7740,0.6238
bridgeours_4,10,2,256,0.7950,0.6495
bridgeours_4,10,2,64,0.7149,0.5701
bridgeours_4,10,2,2844,0.9166,0.8528
bridgeours_4,10,2,32,0.6670,0.5280
bridgeours_4,10,2,2048,0.8703,0.7734
bridgeours_4,10,2,512,0.8185,0.6706
bridgeours_4,10,2,1024,0.8581,0.7313
bridgeours_4,10,2,16,0.5967,0.4486
bridgeours_4,10,2,128,0.7354,0.6028
bridgeours_4,10,2,256,0.7658,0.6168
bridgeours_4,10,2,64,0.6924,0.5210
bridgeours_4,10,2,2844,0.9130,0.8458
bridgeours_4,10,2,32,0.6167,0.4720
bridgeours_4,10,2,2048,0.8642,0.7547
bridgeours_4,10,2,512,0.8081,0.6776
bridgeours_4,10,2,1024,0.8393,0.7266
bridgeours_4,10,2,16,0.5756,0.4393
bridgeours_4,10,2,128,0.7566,0.6098
bridgeours_4,10,2,256,0.7871,0.6589
bridgeours_4,10,2,2844,0.9207,0.8575
bridgeours_4,10,2,64,0.6567,0.4930
bridgeours_4,10,2,32,0.6674,0.4696
bridgeours_5,10,1,2048,0.8748,0.7804
bridgeours_5,10,1,512,0.8261,0.6916
bridgeours_5,10,1,1024,0.8334,0.7126
bridgeours_5,10,1,16,0.6168,0.4626
bridgeours_5,10,1,128,0.7589,0.6121
bridgeours_5,10,1,2844,0.9134,0.8505
bridgeours_5,10,1,256,0.7804,0.6612
bridgeours_5,10,1,64,0.6864,0.5444
bridgeours_5,10,1,32,0.5692,0.4252
bridgeours_5,10,1,2048,0.8815,0.7757
bridgeours_5,10,1,512,0.8239,0.6869
bridgeours_5,10,1,1024,0.8806,0.7757
bridgeours_5,10,1,16,0.5553,0.4159
bridgeours_5,10,1,128,0.7181,0.5701
bridgeours_5,10,1,256,0.7977,0.6612
bridgeours_5,10,1,64,0.7237,0.5654
bridgeours_5,10,1,2844,0.9162,0.8481
bridgeours_5,10,1,32,0.6373,0.4790
bridgeours_5,10,1,2048,0.8888,0.8061
bridgeours_5,10,1,512,0.8207,0.6846
bridgeours_5,10,1,1024,0.8331,0.7103
bridgeours_5,10,1,2844,0.9135,0.8481
bridgeours_5,10,1,16,0.5593,0.4089
bridgeours_5,10,1,128,0.7323,0.5701
bridgeours_5,10,1,256,0.7892,0.6589
bridgeours_5,10,1,64,0.6951,0.5327
bridgeours_5,10,1,32,0.6384,0.4696
bridgeours_5,10,1,2048,0.8761,0.7804
bridgeours_5,10,1,2844,0.9173,0.8505
bridgeours_5,10,1,512,0.8141,0.6752
bridgeours_5,10,1,1024,0.8485,0.7453
bridgeours_5,10,1,16,0.5782,0.4486
bridgeours_5,10,1,128,0.7552,0.6145
bridgeours_5,10,1,256,0.7591,0.6192
bridgeours_5,10,1,64,0.6476,0.5000
bridgeours_5,10,1,32,0.6154,0.4836
bridgeours_5,10,1,2048,0.8640,0.7570
bridgeours_5,10,1,2844,0.9256,0.8668
bridgeours_5,10,1,512,0.8248,0.7033
bridgeours_5,10,1,1024,0.8592,0.7500
bridgeours_5,10,1,16,0.5409,0.3995
bridgeours_5,10,1,128,0.7594,0.6168
bridgeours_5,10,1,256,0.7589,0.6168
bridgeours_5,10,1,64,0.6660,0.5070
bridgeours_5,10,1,32,0.6632,0.5210
bridgeours_5,10,1,2844,0.9242,0.8575
bridgeours_5,10,1,2048,0.8849,0.7850
bridgeours_5,10,1,512,0.8145,0.6752
bridgeours_5,10,1,1024,0.8442,0.7150
bridgeours_5,10,1,16,0.5459,0.3738
bridgeours_5,10,1,128,0.7379,0.5911
bridgeours_5,10,1,256,0.8035,0.6752
bridgeours_5,10,1,64,0.6653,0.5280
bridgeours_5,10,1,32,0.5924,0.4439
bridgeours_5,10,1,2048,0.8869,0.7991
bridgeours_5,10,1,2844,0.9204,0.8528
bridgeours_5,10,1,512,0.7942,0.6589
bridgeours_5,10,1,1024,0.8098,0.6752
bridgeours_5,10,1,16,0.5191,0.3715
bridgeours_5,10,1,128,0.7462,0.6051
bridgeours_5,10,1,256,0.7597,0.6215
bridgeours_5,10,1,64,0.6837,0.5514
bridgeours_5,10,1,32,0.6274,0.4650
bridgeours_5,10,1,2048,0.8854,0.7757
bridgeours_5,10,1,512,0.8212,0.6729
bridgeours_5,10,1,1024,0.8486,0.7336
bridgeours_5,10,1,16,0.6061,0.4556
bridgeours_5,10,1,128,0.7723,0.6285
bridgeours_5,10,1,256,0.7902,0.6542
bridgeours_5,10,1,64,0.7140,0.5748
bridgeours_5,10,1,2844,0.9143,0.8528
bridgeours_5,10,1,32,0.6778,0.5000
