domain,epochs,iter,样本数,F1,EM
bridgeours_5_macbert,10,2,256,0.82477,0.68715
bridgeours_5_macbert,10,2,512,0.8519399999999999,0.71752
bridgeours_5_macbert,10,2,1024,0.86524,0.7453299999999999
bridgeours_5_macbert,10,2,2048,0.8916599999999999,0.7937
bridgeours_5_macbert,10,2,2844,0.92059,0.8525699999999998
bridgeours_5_macbert,10,3,16,0.60559,0.44134
bridgeours_5_macbert,10,3,32,0.6737,0.4967299999999999
bridgeours_5_macbert,10,3,64,0.72539,0.5659
bridgeours_5_macbert,10,3,128,0.7860500000000001,0.63599
bridgeours_5_macbert,10,3,256,0.8214400000000002,0.68389
bridgeours_5_macbert,10,3,512,0.85022,0.71402
bridgeours_5_macbert,10,3,1024,0.8666999999999998,0.74603
bridgeours_5_macbert,10,3,2048,0.8900500000000001,0.7887599999999999
bridgeours_5_macbert,10,3,2844,0.92297,0.85419
bridgeours_5_roberta,10,1,16,0.6120099999999999,0.46028
bridgeours_5_roberta,10,1,32,0.6761,0.5107499999999999
bridgeours_5_roberta,10,1,64,0.72757,0.58365
bridgeours_5_roberta,10,1,128,0.7798400000000001,0.63856
bridgeours_5_roberta,10,1,256,0.8129799999999999,0.6780600000000001
bridgeours_5_roberta,10,1,512,0.8435900000000001,0.71285
bridgeours_5_roberta,10,1,1024,0.86098,0.74627
bridgeours_5_roberta,10,1,2048,0.8902599999999998,0.7885399999999999
bridgeours_5_roberta,10,1,2844,0.9191500000000001,0.84953
bridgeours_5_roberta,10,2,16,0.60708,0.4492799999999999
bridgeours_5_roberta,10,2,32,0.6692899999999998,0.5013799999999999
bridgeours_5_roberta,10,2,64,0.7313299999999999,0.57804
bridgeours_5_roberta,10,2,128,0.7860499999999999,0.6411100000000001
bridgeours_5_roberta,10,2,256,0.8194100000000001,0.68553
bridgeours_5_roberta,10,2,512,0.84697,0.71612
bridgeours_5_roberta,10,2,1024,0.86487,0.7502500000000001
bridgeours_5_roberta,10,2,2048,0.89341,0.7939100000000001
bridgeours_5_roberta,10,2,2844,0.9222999999999999,0.8546699999999999
bridgeours_5_roberta,10,3,16,0.59899,0.43739
bridgeours_5_roberta,10,3,32,0.66881,0.5004599999999999
bridgeours_5_roberta,10,3,64,0.7304099999999999,0.57384
bridgeours_5_roberta,10,3,128,0.7906299999999999,0.63949
bridgeours_5_roberta,10,3,256,0.8204600000000001,0.68575
bridgeours_5_roberta,10,3,512,0.8459100000000002,0.71333
bridgeours_5_roberta,10,3,1024,0.86419,0.7486000000000002
bridgeours_5_roberta,10,3,2048,0.8925099999999999,0.7943800000000001
bridgeours_5_roberta,10,3,2844,0.9227000000000001,0.8535
bridgeours_6,10,1,16,0.56143,0.42896999999999996
bridgeours_6,10,1,32,0.61805,0.47711
bridgeours_6,10,1,64,0.67191,0.53271
bridgeours_6,10,1,128,0.73437,0.59534
bridgeours_6,10,1,256,0.7746500000000001,0.64323
bridgeours_6,10,1,512,0.8132900000000001,0.67759
bridgeours_6,10,1,1024,0.84787,0.7315400000000001
bridgeours_6,10,1,2048,0.8779699999999998,0.78108
bridgeours_6,10,1,2844,0.9174,0.84906
bridgeours_6,10,2,16,0.5597000000000001,0.4198700000000001
bridgeours_6,10,2,32,0.61442,0.46986
bridgeours_6,10,2,64,0.6796599999999999,0.5317900000000001
bridgeours_6,10,2,128,0.73496,0.59323
bridgeours_6,10,2,256,0.7747200000000001,0.6404099999999999
bridgeours_6,10,2,512,0.81741,0.6848099999999999
bridgeours_6,10,2,1024,0.8483700000000001,0.73131
bridgeours_6,10,2,2048,0.8797200000000001,0.7833999999999999
bridgeours_6,10,2,2844,0.9186399999999999,0.8523399999999999
bridgeours_6_bart,10,1,16,0.5723800000000001,0.43366
bridgeours_6_bart,10,1,32,0.65096,0.5060800000000001
bridgeours_6_bart,10,1,64,0.71114,0.57405
bridgeours_6_bart,10,1,128,0.7587999999999999,0.6208100000000001
bridgeours_6_bart,10,1,256,0.7935000000000001,0.6574800000000001
bridgeours_6_bart,10,1,512,0.8261800000000001,0.68971
bridgeours_6_bart,10,1,1024,0.85365,0.73505
bridgeours_6_bart,10,1,2048,0.8816,0.7794299999999998
bridgeours_6_bart,10,1,2844,0.92634,0.8584100000000001
bridgeours_6_bart,10,2,16,0.57408,0.4306
bridgeours_6_bart,10,2,32,0.64454,0.49323000000000006
bridgeours_6_bart,10,2,64,0.7211,0.57779
bridgeours_6_bart,10,2,128,0.76887,0.62781
bridgeours_6_bart,10,2,256,0.8030799999999999,0.66426
bridgeours_6_bart,10,2,512,0.83653,0.6992999999999999
bridgeours_6_bart,10,2,1024,0.86075,0.74111
bridgeours_6_bart,10,2,2048,0.88501,0.78434
bridgeours_6_bart,10,2,2844,0.92834,0.8602700000000001
bridgeours_6_macbert,10,1,16,0.61128,0.4738300000000001
bridgeours_6_macbert,10,1,32,0.6817499999999999,0.5357399999999999
bridgeours_6_macbert,10,1,64,0.72848,0.58714
bridgeours_6_macbert,10,1,128,0.78486,0.64463
bridgeours_6_macbert,10,1,256,0.8179399999999999,0.68435
bridgeours_6_macbert,10,1,512,0.8482800000000001,0.7222
bridgeours_6_macbert,10,1,1024,0.86426,0.74719
bridgeours_6_macbert,10,1,2048,0.8877799999999997,0.78342
bridgeours_6_macbert,10,1,2844,0.9206500000000002,0.8516299999999999
bridgeours_6_macbert,10,2,16,0.6240400000000002,0.4827100000000001
bridgeours_6_macbert,10,2,32,0.68645,0.52896
bridgeours_6_macbert,10,2,64,0.7345599999999999,0.58668
bridgeours_6_macbert,10,2,128,0.7906199999999999,0.6476700000000001
bridgeours_6_macbert,10,2,256,0.82355,0.68577
bridgeours_6_macbert,10,2,512,0.8466000000000001,0.71543
bridgeours_6_macbert,10,2,1024,0.8642099999999999,0.74649
bridgeours_6_macbert,10,2,2048,0.88975,0.78831
bridgeours_6_macbert,10,2,2844,0.9219199999999999,0.8549000000000001
bridgeours_6_macbert,10,3,16,0.61837,0.47219
bridgeours_6_macbert,10,3,32,0.67672,0.5130800000000001
bridgeours_6_macbert,10,3,64,0.73098,0.5831799999999999
bridgeours_6_macbert,10,3,128,0.78735,0.6455599999999999
bridgeours_6_macbert,10,3,256,0.8249099999999998,0.68667
bridgeours_6_macbert,10,3,512,0.8484400000000001,0.71683
